"","Rank","Bib","Name","Nation","Pts","Time","Gender","Date","WMTRC","Race","img"
"799","70",3004,"Facundo Alejo NUÑER","ARG",121,"12:18:36","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ar_black.png"
"800","71",3206,"Milton AMAT","MAS",120,"12:19:21","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/my_black.png"
"801","72",3077,"Kristian JOERGENSEN","DEN",119,"12:20:10","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/dk_black.png"
"802","73",3002,"Fernando Rubén MENDIETA","ARG",118,"12:20:30","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ar_black.png"
"803","74",3269,"Matic ČAČULOVIČ","SLO",117,"12:20:44","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/si_black.png"
"804","75",3150,"Dillon MCEVOY","IRL",116,"12:22:42","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ie_black.png"
"805","76",3014,"Thomas DADE","AUS",115,"12:23:00","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/au_black.png"
"806","77",3200,"Vaidas ZLABYS","LTU",114,"12:31:17","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/lt_black.png"
"807","78",3268,"Christiaan GREYLING","RSA",113,"12:36:26","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/za_black.png"
"808","79",3240,"Larry APOLINARIO","PHI",112,"12:36:26","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ph_black.png"
"809","79",3242,"John Ray ONIFA","PHI",112,"12:36:26","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ph_black.png"
"810","81",3174,"Hirokazu NISHIMURA","JPN",110,"12:37:31","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/jp_black.png"
"811","82",3263,"Slovak IANCO","ROU",109,"12:41:01","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ro_black.png"
"812","83",3159,"Luca ARRIGONI","ITA",108,"12:42:20","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/it_black.png"
"813","84",3161,"Manuel BONARDI","ITA",107,"12:42:20","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/it_black.png"
"814","85",3271,"Matej NIDORFER","SLO",106,"12:44:36","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/si_black.png"
"815","86",3252,"Pedro BARROS","POR",105,"12:47:44","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/pt_black.png"
"816","87",3099,"Max MOBERG","FIN",104,"12:48:06","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/fi_black.png"
"817","88",3137,"Chun Kit TSANG","HKG",103,"12:52:36","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/hk_black.png"
"818","89",3156,"Thorbergur Ingi JÓNSSON","ISL",102,"12:58:32","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/is_black.png"
"819","90",3305,"Caleb OLSON","USA",101,"12:58:32","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/us_black.png"
"820","91",3148,"Gavin BYRNE","IRL",100,"12:58:35","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ie_black.png"
"821","92",3029,"Mario WEISS","AUT",99,"13:00:33","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/at_black.png"
"822","93",3232,"Samuel HANSBY","NZL",98,"13:01:07","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/nz_black.png"
"823","94",3141,"András HERCZOG","HUN",97,"13:01:19","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/hu_black.png"
"824","95",3082,"Wilmer Joffre LOPEZ MUÑOZ","ECU",96,"13:05:55","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ec_black.png"
"825","96",3197,"Edvardas MOSEIKA","LTU",95,"13:08:35","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/lt_black.png"
"826","97",3189,"Pēteris GRĪVIŅŠ","LAT",94,"13:08:35","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/lv_black.png"
"827","98",3015,"Andrew GASKELL","AUS",93,"13:10:17","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/au_black.png"
"828","99",3003,"Pablo Ariel NADALEZ","ARG",92,"13:11:04","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ar_black.png"
"829","100",3142,"Dávid KOVÁCS","HUN",91,"13:11:17","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/hu_black.png"
"830","101",3299,"Alberto GONZALEZ ACUÑA","URU",90,"13:14:44","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/uy_black.png"
"831","102",3055,"Marcelo MUÑOZ","CHI",89,"13:22:37","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/cl_black.png"
"832","103",3084,"Rommel Stalyn SANCHEZ QUIMBIAMBA","ECU",88,"13:27:13","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ec_black.png"
"833","104",3001,"Martín Alejandro BALLIRO","ARG",87,"13:27:14","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ar_black.png"
"834","105",3292,"Oleksii MELNYK","UKR",86,"13:28:04","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ua_black.png"
"835","106",3017,"Bastien MISSUD","AUS",85,"13:28:24","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/au_black.png"
"836","107",3013,"Majell BACKHAUSEN","AUS",84,"13:34:29","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/au_black.png"
"837","108",3052,"Enzo FERRARI","CHI",83,"13:35:28","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/cl_black.png"
"838","109",3064,"Nenad OSTOJIĆ","CRO",82,"13:40:36","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/hr_black.png"
"839","110",3149,"Cillian FLEMING","IRL",81,"13:41:07","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ie_black.png"
"840","111",3016,"Nigel HILL","AUS",80,"13:53:55","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/au_black.png"
"841","112",3041,"Brandon MILLER","CAN",79,"13:58:56","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ca_black.png"
"842","113",3098,"Tomi MIKKOLA","FIN",78,"14:02:26","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/fi_black.png"
"843","114",3068,"Benjamin VUK","CRO",77,"14:11:07","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/hr_black.png"
"844","115",3297,"Gonzalo CABALLERO","URU",76,"14:13:42","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/uy_black.png"
"845","116",3066,"Darko ROGINA","CRO",75,"14:20:17","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/hr_black.png"
"846","117",3199,"Valdas RUBEL","LTU",74,"14:22:20","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/lt_black.png"
"847","118",3215,"Antonio RAMIREZ","MEX",73,"14:22:28","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/mx_black.png"
"848","119",3214,"Jose NIETO","MEX",72,"14:29:29","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/mx_black.png"
"849","120",3286,"Peng-Chung CHEN","TPE",71,"14:35:15","Male",2023-06-09,"Innsbruck","Trail Long","https://my.raceresult.com/RRPublish/picture.php?eventid=237839&name=TPE2.png"
"850","121",3080,"Gustavo JIMENEZ ROSILLO","ECU",70,"14:40:03","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ec_black.png"
"851","122",3287,"Yen-Tsung CHEN","TPE",69,"14:44:55","Male",2023-06-09,"Innsbruck","Trail Long","https://my.raceresult.com/RRPublish/picture.php?eventid=237839&name=TPE2.png"
"852","DNF",3005,"Franco Hernán ORO","ARG",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ar_black.png"
"853","DNF",3036,"Célio ROSA","BRA",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/br_black.png"
"854","DNF",3050,"Emmanuel ACUÑA","CHI",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/cl_black.png"
"855","DNF",3063,"Marko MARTINČIĆ","CRO",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/hr_black.png"
"856","DNF",3065,"Stjepan RADIĆ","CRO",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/hr_black.png"
"857","DNF",3067,"Hrvoje VLAŠIĆ","CRO",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/hr_black.png"
"858","DNF",3079,"Jesper MEINS","DEN",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/dk_black.png"
"859","DNF",3092,"José Angel FERNÁNDEZ","ESP",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/es_black.png"
"860","DNF",3093,"Alejandro MAYOR","ESP",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/es_black.png"
"861","DNF",3094,"Marcos RAMOS","ESP",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/es_black.png"
"862","DNF",3100,"Eetu NORDMAN","FIN",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/fi_black.png"
"863","DNF",3108,"Nicolas MARTIN","FRA",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/fr_black.png"
"864","DNF",3109,"Paul MATHOU","FRA",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/fr_black.png"
"865","DNF",3117,"George FOSTER","GBR",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/gb_black.png"
"866","DNF",3126,"Alexander DAUTEL","GER",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/de_black.png"
"867","DNF",3129,"Florian REICHERT","GER",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/de_black.png"
"868","DNF",3176,"Ryunosuke OMI","JPN",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/jp_black.png"
"869","DNF",3177,"Yamato YOSHINO","JPN",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/jp_black.png"
"870","DNF",3183,"Sangjun LEE","KOR",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/kr_black.png"
"871","DNF",3184,"Sungchan PARK","KOR",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/kr_black.png"
"872","DNF",3188,"Didzis GLUŠŅEVS","LAT",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/lv_black.png"
"873","DNF",3191,"Artūrs VADZIS","LAT",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/lv_black.png"
"874","DNF",3196,"Emilis DOMARKAS","LTU",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/lt_black.png"
"875","DNF",3198,"Jonas NARKELIUNAS","LTU",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/lt_black.png"
"876","DNF",3207,"Muhammad Aqmal Hakim BIN MOHD ADZMI","MAS",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/my_black.png"
"877","DNF",3208,"Daved SIMPAT","MAS",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/my_black.png"
"878","DNF",3231,"Wayne BOTHA","NZL",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/nz_black.png"
"879","DNF",3235,"Diego Enrique MARIN","PAR",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/py_black.png"
"880","DNF",3236,"Julio César ROMÁN","PAR",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/py_black.png"
"881","DNF",3237,"Joel Román VALLEJOS","PAR",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/py_black.png"
"882","DNF",3253,"Carlos FERREIRA","POR",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/pt_black.png"
"883","DNF",3254,"André RODRIGUES","POR",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/pt_black.png"
"884","DNF",3262,"Octaviu Raul BUTACI","ROU",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ro_black.png"
"885","DNF",3275,"Alberto ZANCHI","SMR",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/sm_black.png"
"886","DNF",3276,"Martin LUSTENBERGER","SUI",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ch_black.png"
"887","DNF",3279,"Gian Marchet SCHICKTANZ","SUI",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ch_black.png"
"888","DNF",3288,"Yi-Lin CHUNG","TPE",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://my.raceresult.com/RRPublish/picture.php?eventid=237839&name=TPE2.png"
"889","DNF",3298,"Ignacio GARRONE DEICAS","URU",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/uy_black.png"
"890","DNF",3301,"Preston CATES","USA",NA,"DNF","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/us_black.png"
"891","DNS",3035,"Windy Erlin ARÉVALO ENCINAS","BOL",NA,"DNS","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/bo_black.png"
"892","DNS",3062,"Peiquan YOU","CHN",NA,"DNS","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/cn_black.png"
"893","DNS",3089,"Ricardo CHERTA","ESP",NA,"DNS","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/es_black.png"
"894","DNS",3147,"Hemant LIMBU","IND",NA,"DNS","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/in_black.png"
"895","DNS",3182,"Gyehoon JO","KOR",NA,"DNS","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/kr_black.png"
"896","DNS",3306,"Jim WALMSLEY","USA",NA,"DNS","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/us_black.png"
"897","did not show up",3025,"Jakob HERRMANN","AUT",NA,"did not show up","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/at_black.png"
"898","did not show up",3078,"Mads Flensted LOURING","DEN",NA,"did not show up","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/dk_black.png"
"899","did not show up",3107,"Romain MAILLARD","FRA",NA,"did not show up","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/fr_black.png"
"900","did not show up",3116,"Owen DAVIES","GBR",NA,"did not show up","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/gb_black.png"
"901","did not show up",3120,"Joshua WADE","GBR",NA,"did not show up","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/gb_black.png"
"902","did not show up",3164,"Francesco CUCCO","ITA",NA,"did not show up","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/it_black.png"
"903","did not show up",3165,"Riccardo MONTANI","ITA",NA,"did not show up","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/it_black.png"
"904","did not show up",3181,"Ezekiel Cheruiyot KURUI","KEN",NA,"did not show up","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ke_black.png"
"905","did not show up",3190,"Andris RONIMOISS","LAT",NA,"did not show up","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/lv_black.png"
"906","did not show up",3293,"Oleksandr SKOROKHOD","UKR",NA,"did not show up","Male",2023-06-09,"Innsbruck","Trail Long","https://timit.pro/events/graphics/flags/png/ua_black.png"
"907","1",4240,"Grayson MURPHY","USA",190,"1:04:29","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/us_black.png"
"908","2",4224,"Tove ALEXANDERSSON","SWE",189,"1:05:26","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/se_black.png"
"909","3",4135,"Joyce MUTHONI","KEN",188,"1:06:40","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ke_black.png"
"910","4",4136,"Valentine Jepkoech RUTTO","KEN",187,"1:06:56","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ke_black.png"
"911","5",4100,"Domenika MAYER","GER",186,"1:07:09","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/de_black.png"
"912","6",4192,"Monica Madalina FLOREA","ROU",185,"1:07:25","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ro_black.png"
"913","7",4134,"Philaries Jeruto KISANG","KEN",184,"1:08:31","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ke_black.png"
"914","8",4053,"Tereza HROCHOVÁ","CZE",183,"1:08:37","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/cz_black.png"
"915","9",4082,"Cecile JAROUSSEAU","FRA",182,"1:08:40","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/fr_black.png"
"916","10",4090,"Alice GOODALL","GBR",181,"1:09:22","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"917","11",4245,"Annet Chemengich CHELANGAT","UGA",180,"1:09:41","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/ug_black.png"
"918","12",4089,"Scout ADKIN","GBR",179,"1:10:00","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/gb_black.png"
"919","13",4081,"Christel DEWALLE","FRA",178,"1:10:02","Female",2023-06-10,"Innsbruck","Mountain Classic Senior","https://timit.pro/events/graphics/flags/png/fr_black.png"
